customer_id,name,region,channel
1602,Nicole Wilson,East,Secondary
1603,Joshua Levy,East,Primary
1604,Ashley Liu,West,Primary
1605,Matthew Morrison,North,Primary
1606,David Clark,South,Secondary
1607,Angela Richmond,West,Secondary
1608,Craig Lewis,South,Primary
1609,Brandon Johnson,South,Secondary
1610,James Austin,North,Secondary
1611,Mr. Marcus Riley,North,Primary
1612,Erik Moore DVM,North,Primary
1613,Corey Mccarthy,North,Secondary
1614,Chad Garrett,East,Secondary
1615,Todd Miller,East,Primary
1616,Barry Moore,West,Primary
1617,John Gonzalez,West,Secondary
1618,Kimberly Johnson,North,Secondary
1619,Alexander Mcgee,East,Primary
1620,Caroline Bowers,South,Primary
1621,Shawn Johnson,East,Primary
1622,Melanie King,East,Secondary
1623,Debra Mcdaniel,West,Secondary
1624,Patrick Hoffman,West,Secondary
1625,Yolanda Howell,West,Primary
1626,Sarah Stewart,East,Secondary
1627,Susan Salas,South,Secondary
1628,Bianca Griffith,East,Secondary
1629,Brittany Duffy,West,Secondary
1630,Jeffrey Brooks,East,Secondary
1631,Cynthia Martinez,North,Secondary
1632,Melissa Price,South,Secondary
1633,Ms. Debra Murphy,West,Primary
1634,Kelly Singh,West,Primary
1635,Jeffrey Robles,South,Primary
1636,Gabrielle Thomas,North,Primary
1637,Natalie Dunn,West,Primary
1638,Jeffrey Miller DDS,South,Secondary
1639,Kimberly Fletcher,West,Secondary
1640,Kaitlyn Smith,North,Primary
1641,Jason Ramirez,East,Primary
1642,Jon Walker,North,Primary
1643,Madeline Torres,South,Secondary
1644,Kyle Aguirre,East,Secondary
1645,Cassidy Patel,East,Primary
1646,Tabitha Schwartz,West,Primary
1647,Willie Reyes,East,Secondary
1648,James Weaver,North,Primary
1649,Allison Mcdonald,North,Primary
1650,Darrell Bell,East,Secondary
1651,Cheryl Reese,North,Secondary
1652,Michael Lee,North,Secondary
1653,John Wood,South,Primary
1654,Mary Morgan,North,Primary
1655,Tonya Gilmore,North,Secondary
1656,Derek Cole,North,Secondary
1657,Monica Greene,North,Primary
1658,Jill Cook,North,Primary
1659,Morgan Carter,North,Secondary
1660,Christopher Benson,East,Secondary
1661,Kelli Norris,South,Primary
1662,Hannah Shaw,West,Primary
1663,Thomas Wilson,North,Primary
1664,Jonathan Baker,West,Primary
1665,Jeremy Jenkins,South,Primary
1666,Victoria Wagner,South,Primary
1667,Colin Berry,East,Secondary
1668,Kevin Vega,East,Primary
1669,Theresa Cunningham,West,Primary
1670,Christopher Bryan,South,Primary
1671,Maria Castillo,North,Secondary
1672,Erin Sampson,East,Primary
1673,Kathryn Bradley,East,Primary
1674,Derrick Rowe,North,Primary
1675,Tina Callahan,East,Secondary
1676,Jessica Brown,North,Secondary
1677,Richard Herrera,South,Secondary
1678,Reginald Brown,North,Primary
1679,Tanner Bishop,West,Primary
1680,Timothy Terry,South,Secondary
1681,Melanie Smith,South,Primary
1682,William Carroll,North,Secondary
1683,Olivia Green,South,Secondary
1684,Douglas Sampson,South,Primary
1685,Margaret Dunlap,South,Secondary
1686,Brandon Galvan,East,Primary
1687,David Torres,West,Secondary
1688,Audrey Sims,East,Secondary
1689,Pamela Stevens,East,Primary
1690,Lori Hill,East,Secondary
1691,Jorge Wilson,East,Primary
1692,Jenna Patton,North,Secondary
1693,Rebecca Lopez MD,South,Primary
1694,Laura Jensen,East,Secondary
1695,Evan Aguirre,West,Secondary
1696,Nicholas Thomas,West,Primary
1697,Kristen Zhang,North,Primary
1698,Charles Anderson,North,Secondary
1699,Mary Cohen,North,Primary
1700,James Parker,East,Primary
1701,Stephanie Brown,West,Secondary
1702,Shelly Lee,North,Secondary
1703,Eric Stanley,South,Secondary
1704,Nicholas Mitchell,South,Primary
1705,Cassie Berry,West,Primary
1706,Thomas Castillo,East,Secondary
1707,Lynn Rodriguez,North,Secondary
1708,Andrew Rubio,North,Secondary
1709,Sergio Rowe,East,Secondary
1710,David Ryan,East,Primary
1711,Brad Garrett,West,Secondary
1712,Amanda Cooper,North,Primary
1713,Jenna Preston,North,Secondary
1714,Melissa Alvarado,North,Secondary
1715,Christopher Lopez,North,Secondary
1716,Briana Davis,East,Secondary
1717,Alex Solomon,East,Secondary
1718,Maria Espinoza,South,Secondary
1719,Allen Ramirez,North,Secondary
1720,Katie Levine,West,Primary
1721,Ruth Shaw,South,Secondary
1722,Andrew Ramirez,East,Primary
1723,Matthew Giles,South,Primary
1724,Amy Parker,East,Secondary
1725,Vicki Turner,East,Secondary
1726,Bryan Jackson,South,Secondary
1727,Dennis Orozco,East,Primary
1728,John Rogers,West,Primary
1729,Dean Green,East,Primary
1730,Andrew Martin,West,Primary
1731,Elizabeth Herrera,West,Primary
1732,William Graham,North,Primary
1733,Melissa Hamilton,North,Primary
1734,Carolyn Snyder,East,Primary
1735,Kimberly Massey,East,Secondary
1736,Michelle Chen,West,Primary
1737,Dawn Meadows,East,Primary
1738,Susan Montgomery,North,Secondary
1739,Bradley Mccullough,South,Secondary
1740,Lindsay Velasquez,West,Primary
1741,Jeffrey Ellis,South,Secondary
1742,Timothy Mendoza,West,Secondary
1743,Calvin Maxwell,East,Primary
1744,Aaron Hamilton,South,Secondary
1745,Mia Thomas,West,Primary
1746,Daniel Hernandez,East,Primary
1747,Michael Anderson,South,Secondary
1748,Justin Johnson,East,Secondary
1749,Marilyn Jacobson,East,Secondary
1750,Jordan Davidson,East,Primary
1751,Christopher Reynolds,West,Primary
1752,Christine Gomez,East,Secondary
1753,Mr. Richard Mercado PhD,East,Primary
1754,Elizabeth Tate,North,Primary
1755,Leah Smith,East,Secondary
1756,Brandon Mcdonald,South,Primary
1757,Brian Johnson,East,Primary
1758,Ebony Scott,North,Primary
1759,Billy Mcguire,North,Secondary
1760,Mark Meyer,North,Primary
1761,Deborah Bernard,East,Secondary
1762,Laura Taylor,West,Secondary
1763,John Davis,West,Secondary
1764,Stanley Scott,North,Secondary
1765,Nancy Odom,South,Secondary
1766,Kristen Anderson,West,Primary
1767,Margaret Ross,West,Primary
1768,Jacqueline Hicks,West,Secondary
1769,Kevin Phelps,North,Primary
1770,Jacob Brown,North,Secondary
1771,Shannon Brown,East,Secondary
1772,David Shaw,South,Primary
1773,Alexandra Grimes,North,Secondary
1774,Anthony Johnson,North,Primary
1775,Kimberly Silva,East,Secondary
1776,Kelsey Hernandez,North,Secondary
1777,Debbie Salinas PhD,East,Primary
1778,Emily Hicks,West,Primary
1779,Karen Hawkins,West,Primary
1780,Robert Hoffman,North,Secondary
1781,Paige Charles,South,Primary
1782,Angela Decker,West,Primary
1783,Cody Rodriguez,North,Secondary
1784,Jeffrey Wilson,North,Primary
1785,Catherine Ayala,East,Primary
1786,Daniel Anderson,East,Primary
1787,Stacy Ross,South,Secondary
1788,Mary Anderson,East,Secondary
1789,Barbara Ortiz,North,Primary
1790,Kevin Barnett,West,Secondary
1791,Laura Thompson,East,Primary
1792,David Wolf,West,Primary
1793,Adrienne Thompson,East,Primary
1794,Brian Richards,East,Secondary
1795,Mark Flores,North,Primary
1796,Mario Terrell,West,Primary
1797,Jessica Murray,East,Primary
1798,Carolyn Lucas,East,Secondary
1799,Amy Osborne,West,Secondary
1800,Jose Green,North,Secondary
1801,Pamela Smith,West,Secondary
1802,Brenda Trujillo,East,Secondary
1803,Charles Rodriguez,East,Primary
1804,Cindy Martin,West,Secondary
1805,Andre Brown,North,Secondary
1806,Andrew Lambert,East,Secondary
1807,Adam Anderson,North,Primary
1808,Jeff Jones,West,Secondary
1809,Erin Lewis,North,Primary
1810,Mitchell Stout,West,Primary
1811,Marie Howard,South,Secondary
1812,Austin Morgan,North,Secondary
1813,Jessica Stone,South,Primary
1814,Elizabeth Smith,North,Secondary
1815,Laura White,East,Secondary
1816,Julie Wright,South,Primary
1817,Kim Hall,North,Secondary
1818,Philip Lara,South,Secondary
1819,Sarah Kim,West,Primary
1820,Zachary Castillo,East,Primary
1821,Suzanne Warren,West,Secondary
1822,Lindsay Murphy,East,Secondary
1823,Jeffrey Campos,South,Secondary
1824,Carrie Thompson,South,Secondary
1825,Margaret Wright,South,Secondary
1826,Jacqueline Moody,South,Secondary
1827,Matthew Walker,South,Secondary
1828,James Richardson,North,Secondary
1829,Nancy Hughes,West,Primary
1830,Paul Mcdowell,West,Primary
1831,Jeffrey Delgado,South,Primary
1832,David Baker,North,Primary
1833,Michael Roberts,South,Primary
1834,Shane Mooney,South,Secondary
1835,Anthony Sanders,North,Primary
1836,Elizabeth Smith,East,Secondary
1837,Rachel Costa,West,Primary
1838,Mr. Charles Wagner,East,Secondary
1839,Sharon Yang,South,Primary
1840,Donald Adams,North,Secondary
1841,Mrs. Amber Williams,West,Primary
1842,Dr. Tony Campbell,East,Primary
1843,Kelly Wong,North,Primary
1844,Daniel Ward,West,Secondary
1845,Misty Good,North,Primary
1846,Rachel Wilson,North,Primary
1847,Jeremy Floyd,South,Primary
1848,Michael Schultz,South,Primary
1849,Jacob Allison,East,Primary
1850,Janet Carter,East,Primary
1851,Dean Oneal,East,Primary
1852,Caitlyn Castillo DVM,East,Secondary
1853,Lisa Patel,South,Primary
1854,Gary Macias,South,Secondary
1855,Joshua Norman,North,Secondary
1856,Marissa Elliott,West,Primary
1857,Casey Conrad,East,Secondary
1858,Brittany Phillips,East,Secondary
1859,Teresa Ramirez,South,Primary
1860,Mr. Michael Gill MD,East,Primary
1861,James Meza,West,Primary
1862,Sarah Perkins,South,Primary
1863,Tracy Phillips,East,Primary
1864,Debra Riggs,North,Secondary
1865,Jody Taylor,South,Primary
1866,Karla Perez,East,Primary
1867,Stacie Griffin,North,Primary
1868,Shelby Jenkins,West,Secondary
1869,Chase Price,North,Primary
1870,Christine Johnston,East,Secondary
1871,William Blake,West,Secondary
1872,Scott Jordan,East,Primary
1873,Nancy Black,East,Secondary
1874,Michelle Curry,East,Secondary
1875,Courtney Flores,South,Secondary
1876,Kathryn Hall,North,Secondary
1877,Karen Curtis,East,Primary
1878,Christopher Carter,South,Primary
1879,Lori Cruz,East,Secondary
1880,Tammy Ballard,East,Primary
1881,Angela Lewis,West,Primary
1882,Barbara Villa,South,Secondary
1883,Robert Bailey,West,Primary
1884,Cody Dudley,North,Secondary
1885,Joseph Ward,West,Primary
1886,Seth Freeman,South,Primary
1887,Damon Sims,North,Primary
1888,Gregory Lopez,East,Secondary
1889,Zachary Weeks,East,Secondary
1890,Tony Ruiz,South,Secondary
1891,Matthew Miranda,North,Primary
1892,Randy Monroe,North,Primary
1893,Jessica Martin,South,Secondary
1894,Krystal Estes,West,Secondary
1895,Lisa Le,East,Primary
1896,Sharon Pace,South,Primary
1897,Lauren Mitchell,North,Primary
1898,Debbie Garcia MD,East,Primary
1899,Kristina Parker,South,Secondary
1900,Joann Montoya,South,Secondary
1901,Kyle Washington,West,Secondary
1902,Molly Thomas,East,Primary
1903,John Adams,South,Secondary
1904,Brian Yoder,North,Secondary
1905,Joshua Torres,North,Secondary
1906,Lisa Mathews,South,Primary
1907,Kyle Brown,East,Primary
1908,Casey Perkins,North,Primary
1909,Joshua Robinson,South,Primary
1910,Amber Richardson,West,Secondary
1911,Mark Allen,South,Primary
1912,David Hicks,South,Secondary
1913,Joel Pittman,East,Secondary
1914,Brandon Dixon,West,Primary
1915,Jodi Roberts,West,Primary
1916,Cynthia Hicks,West,Primary
1917,Fred White,West,Primary
1918,Billy Davis,South,Secondary
1919,Shane Garcia,North,Secondary
1920,Mark Oneill,East,Primary
1921,Megan Mitchell,East,Secondary
1922,Edwin Knox,East,Primary
1923,Dr. George Lee Jr.,North,Secondary
1924,Kevin Reed,East,Secondary
1925,Aaron Sweeney,East,Secondary
1926,Jeremy Huff,West,Secondary
1927,Pamela Williams,West,Primary
1928,Kathleen Martinez,North,Secondary
1929,Matthew Morris,North,Secondary
1930,James Thomas,South,Secondary
1931,Mary Gonzalez,East,Primary
1932,Ann Gardner,East,Primary
1933,Jennifer Berry,East,Primary
1934,Kristin Cameron,West,Secondary
1935,Joseph Proctor,North,Secondary
1936,Maria Welch,West,Secondary
1937,Jennifer Sanchez,East,Primary
1938,Rick Parker,South,Secondary
1939,Kelly Potts MD,South,Secondary
1940,Joseph Campbell,North,Primary
1941,Marcus Williams,East,Secondary
1942,Amanda Chavez,South,Primary
1943,Henry Reese,West,Secondary
1944,Steven Baldwin,East,Secondary
1945,Nichole Hanson,East,Secondary
1946,Jesse Grant,East,Secondary
1947,Christopher Martin,West,Primary
1948,Amy Bowman,East,Secondary
1949,Joel Chambers,West,Primary
1950,Joshua Buchanan,East,Secondary
1951,Lauren Martinez,North,Secondary
1952,David Simmons,East,Secondary
1953,Jennifer Chan,West,Secondary
1954,Michael Norton,South,Primary
1955,Tyler Pena,East,Primary
1956,Kristen Brown,North,Primary
1957,Elizabeth Montgomery,West,Secondary
1958,Nicholas Turner,East,Secondary
1959,Spencer Hobbs,North,Primary
1960,Ana Greene,East,Primary
1961,William Holmes Jr.,East,Primary
1962,Dennis Vega,West,Primary
1963,Haley Meyer,West,Secondary
1964,Meagan Ramirez,West,Primary
1965,Michelle Faulkner,East,Primary
1966,Ryan Miller,South,Secondary
1967,Tyler Pace,West,Secondary
1968,Jennifer Huffman,North,Primary
1969,William Anthony,North,Primary
1970,John Schmitt,North,Secondary
1971,Dustin Valencia,South,Primary
1972,Robert Wilson,North,Secondary
1973,Mr. Scott Mcpherson,South,Primary
1974,Frank Reed MD,West,Secondary
1975,Catherine Humphrey,West,Secondary
1976,Melinda Perez,West,Primary
1977,Elizabeth Wright,West,Secondary
1978,Rachel Pierce,North,Primary
1979,Steven Pena,West,Secondary
1980,Robert Blevins,North,Primary
1981,Jill Lester,East,Primary
1982,Rachel Palmer,South,Primary
1983,Matthew Pope,East,Secondary
1984,Julie Benson,South,Primary
1985,Richard Maldonado,North,Primary
1986,Christopher Stanton,North,Primary
1987,Kyle Hill,West,Primary
1988,John Conley,South,Secondary
1989,Carrie Richards,North,Primary
1990,Holly Sosa,West,Secondary
1991,Danielle Lynch,East,Secondary
1992,Jenna Thompson,South,Primary
1993,Taylor Li,North,Primary
1994,Charles Rogers,South,Secondary
1995,Angela Brown,East,Secondary
1996,Samuel Gomez,West,Primary
1997,Juan Garcia,East,Primary
1998,Alison Long,East,Secondary
1999,Angela Fleming,West,Primary
2000,Nicholas Smith,East,Secondary
2001,Derrick Patterson,South,Primary
2002,Deborah Smith,East,Secondary
2003,Sherry Hall,East,Secondary
2004,Alexander Sullivan,South,Secondary
2005,Martin Berry,East,Secondary
2006,Jon Hill,West,Primary
2007,Denise Thompson,East,Primary
2008,Christopher Baker,North,Primary
2009,Beth Smith,East,Secondary
2010,Allison Gonzalez,North,Secondary
2011,Melissa Herring,West,Secondary
2012,James Smith,South,Primary
2013,Samuel Murphy,East,Secondary
2014,Paula Reid,South,Primary
2015,Austin Kennedy,North,Secondary
2016,Regina Harris,West,Secondary
2017,Mrs. Melanie Gordon,South,Secondary
2018,Elizabeth Richardson,South,Primary
2019,Christine Porter,South,Primary
2020,William Solis,North,Secondary
2021,Dawn Hartman,South,Secondary
2022,Jonathan Calderon,East,Primary
2023,Laura Adams,East,Primary
2024,John Gibson,East,Primary
2025,Mary Oliver,North,Secondary
2026,Rickey George,East,Secondary
2027,Angel Davis,South,Primary
2028,Tami Wallace MD,West,Primary
2029,Jaime Ramsey,South,Primary
2030,Alexandra Johnson,West,Secondary
2031,Anthony Hill,West,Secondary
2032,Casey Maynard III,West,Secondary
2033,Jeffrey Moore,North,Primary
2034,Michael Williams,West,Primary
2035,Megan Warren,West,Primary
2036,Joshua Harris,East,Primary
2037,Amanda Warner,South,Secondary
2038,Sarah Trevino,West,Secondary
2039,Xavier Contreras,West,Primary
2040,James Evans,North,Secondary
2041,William Young,West,Primary
2042,Shawn Collins,South,Primary
2043,Joshua Rangel DDS,South,Secondary
2044,Thomas Watson,East,Secondary
2045,Samuel Black,North,Primary
2046,Michael Hunt,East,Secondary
2047,William Thompson,East,Primary
2048,Shelly Cobb,North,Primary
2049,Sandra Figueroa,West,Primary
2050,Michael Bowman,South,Primary
2051,Jason Jennings,East,Secondary
2052,Elizabeth Copeland,South,Secondary
2053,James Hunt,West,Primary
2054,Catherine Leon,East,Secondary
2055,Michaela Thompson,East,Primary
2056,Jaime Campbell,West,Primary
2057,Gina Mcdonald,South,Secondary
2058,John Richards,South,Primary
2059,James Knox,North,Secondary
2060,Charles Gray,South,Primary
2061,Theresa Hahn,North,Primary
2062,Joseph Brooks,North,Primary
2063,Zachary Gibson,North,Primary
2064,Sean Austin,West,Secondary
2065,Stephanie Hansen,East,Secondary
2066,John Porter,West,Secondary
2067,Jennifer Gonzales,West,Primary
2068,Heather Johnson,East,Primary
2069,Dawn Oliver,North,Secondary
2070,Michelle Munoz,West,Primary
2071,Eric Brown,East,Primary
2072,Wayne Franklin,South,Primary
2073,Derrick Fletcher,South,Primary
2074,Cameron Lopez,North,Secondary
2075,Jason Rice,North,Secondary
2076,Stephen Gray,East,Primary
2077,Alexa Vega,North,Secondary
2078,Mrs. Kelly Smith,West,Secondary
2079,Steven Sharp,West,Secondary
2080,Brenda Hernandez,North,Secondary
2081,Michael West,West,Secondary
2082,Daniel Miller,North,Secondary
2083,Kyle Robinson,West,Secondary
2084,Jennifer Reynolds,West,Primary
2085,Denise Stevenson,North,Secondary
2086,Stephen Brown MD,West,Secondary
2087,Eric Hunt,East,Secondary
2088,Oscar Ross,East,Primary
2089,Courtney Potter,North,Secondary
2090,Kathleen Perez,East,Secondary
2091,Madison Johnson,South,Secondary
2092,Zachary Smith,East,Primary
2093,Matthew Osborne,South,Primary
2094,Chad Mcmillan,South,Primary
2095,Pamela Vazquez,North,Primary
2096,Shelia Hobbs,North,Primary
2097,Andrea Carlson,East,Primary
2098,Cynthia Scott,North,Secondary
2099,Randall Ellison,West,Primary
2100,Brandon Sullivan,North,Primary
2101,Michael Peterson,East,Secondary
2102,Nicole Aguirre,West,Primary
2103,Cathy Ford,East,Primary
2104,Richard Jones,North,Secondary
2105,Stacy Anderson,West,Primary
2106,Erin Gonzalez,West,Secondary
2107,Jasmine Lawson,South,Secondary
2108,Ian Lee,North,Secondary
2109,Sarah Fisher,North,Secondary
2110,Theodore Rodriguez,West,Secondary
2111,Cassandra Boyer,West,Secondary
2112,Allison Leonard,East,Secondary
2113,John Robinson,North,Secondary
2114,Belinda Griffin,North,Secondary
2115,James Ward,East,Secondary
2116,Eugene Henry,North,Primary
2117,Christine Contreras,West,Secondary
2118,Tina Martinez,North,Primary
2119,James Gutierrez,West,Secondary
2120,Lisa Carter,North,Secondary
2121,Keith Maldonado,North,Secondary
2122,Ryan Scott,West,Secondary
2123,Kelly Lara,West,Secondary
2124,Douglas Lambert,South,Primary
2125,Danielle Reese,West,Secondary
2126,Jamie Petersen,North,Secondary
2127,Tara Scott,North,Primary
2128,Meghan Miller,East,Secondary
2129,Maria Martin,West,Secondary
2130,Steven Leonard PhD,North,Primary
2131,Lisa Ford,East,Primary
2132,Robert Rodriguez,West,Primary
2133,Cynthia Burns,South,Secondary
2134,Michele Boyd,East,Primary
2135,Jordan Herrera,East,Secondary
2136,Teresa Fields,West,Secondary
2137,Colton Wade,North,Secondary
2138,Tara Burns,North,Primary
2139,Taylor Williams,North,Secondary
2140,Steven Carpenter,North,Primary
2141,Jennifer Jenkins,South,Secondary
2142,Edward Marquez,South,Secondary
2143,Deborah Banks,South,Secondary
2144,William Conway,South,Secondary
2145,Jacqueline Kelly,North,Primary
2146,Stephanie Hernandez,West,Secondary
2147,Stephen Simpson DDS,West,Secondary
2148,Latasha Hoffman,East,Secondary
2149,Diamond Curtis,North,Primary
2150,Toni Willis,South,Secondary
2151,David Anderson,West,Primary
2152,Robert Taylor,East,Secondary
2153,Joe Hays,East,Primary
2154,Amber Parks,South,Secondary
2155,Alfred Turner,West,Secondary
2156,Melissa Drake,South,Secondary
2157,William Armstrong,South,Primary
2158,Jon Rodriguez,East,Primary
2159,Kenneth Schneider,East,Secondary
2160,Timothy Castillo,South,Secondary
2161,Angela Valdez,South,Secondary
2162,Donna Russell,West,Secondary
2163,Travis Navarro,East,Secondary
2164,Susan Perez,South,Primary
2165,Lucas Gardner,South,Primary
2166,Emma Miller,East,Primary
2167,James Moore,East,Primary
2168,Regina Walls,East,Primary
2169,Steven Gonzalez,East,Secondary
2170,Samantha Sparks,West,Primary
2171,Luke Rios,West,Primary
2172,Richard Solis,South,Secondary
2173,Scott Gonzalez,West,Primary
2174,Jerry Stephenson,North,Secondary
2175,Karen Pennington,South,Primary
2176,Brittany Short,East,Primary
2177,Mr. Phillip Sawyer,South,Secondary
2178,Kevin Gordon,East,Secondary
2179,Brandy Mcguire,North,Secondary
2180,Jimmy Knight,West,Primary
2181,Andrea Reyes,East,Secondary
2182,Nicole Lopez,East,Secondary
2183,Jessica Warren,North,Secondary
2184,Kevin Johnson,West,Primary
2185,Allen Hoover,East,Secondary
2186,Cheryl Maldonado,East,Primary
2187,Chelsea Martinez,South,Primary
2188,Alexander Cannon,North,Primary
2189,Barbara Simmons,East,Secondary
2190,Margaret Griffin,East,Primary
2191,John Johnson,North,Primary
2192,Nathan Davenport,West,Primary
2193,James Wolfe,East,Primary
2194,Kayla Rodgers,North,Primary
2195,Kenneth Allison,West,Primary
2196,Derrick Wang,East,Secondary
2197,James Patel,East,Secondary
2198,Charles Soto,North,Secondary
2199,Angel Gordon,North,Primary
2200,Brandon Blackburn,North,Secondary
2201,Aaron Wilcox,East,Primary
2202,Tonya Burnett,North,Secondary
2203,Gregory Miller,North,Secondary
2204,Anthony Harris,West,Primary
2205,William Walters,South,Secondary
2206,Matthew Andrade,East,Secondary
2207,Richard Lin,South,Secondary
2208,Roger Evans,East,Secondary
2209,Tina Davis,East,Primary
2210,Gabriel King,South,Primary
2211,Mitchell Phillips,South,Primary
2212,Crystal Arnold,West,Secondary
2213,Kimberly Rojas,East,Primary
2214,Jennifer Leon,North,Primary
2215,Kevin Murphy,West,Secondary
2216,Christian Fuentes,East,Secondary
2217,William Castillo,East,Secondary
2218,Jordan Castaneda,East,Secondary
2219,John Smith,North,Secondary
2220,Brian Perez,West,Secondary
2221,Michael Hodge,East,Primary
2222,Rodney Jenkins,South,Secondary
2223,Billy Conley,South,Primary
2224,Nicholas Morton,East,Secondary
2225,Anthony Hardin,East,Secondary
2226,Anne Ball,South,Secondary
2227,Brandon Herrera,West,Primary
2228,Stephanie Sandoval,South,Secondary
2229,Lisa Jones MD,East,Primary
2230,Amanda Martinez,West,Secondary
2231,Mary Brown,South,Primary
2232,Robert Jackson,West,Secondary
2233,Joseph Mccoy,North,Secondary
2234,Karen Johnston,North,Secondary
2235,Jeffrey Munoz,East,Primary
2236,Alexis Hernandez,South,Primary
2237,Mary Hardy,West,Secondary
2238,Edward Roberts,South,Secondary
2239,Tom Rodriguez,South,Secondary
2240,Michael Adams,West,Primary
2241,James Martin,West,Primary
2242,Robert Spencer,North,Secondary
2243,Victoria Beltran,West,Primary
2244,Jason Cervantes,East,Secondary
2245,James Johnson,North,Primary
2246,Melissa Underwood,South,Secondary
2247,Beth Rogers,West,Secondary
2248,Brittany Jackson,East,Primary
2249,Diana Caldwell,West,Secondary
2250,Jared Carson,West,Secondary
2251,Larry Wallace,North,Primary
2252,Stephanie Whitaker,North,Secondary
2253,James Diaz,North,Primary
2254,Miguel Smith,East,Secondary
2255,Courtney Hughes,West,Primary
2256,Alicia Rodriguez,North,Primary
2257,Anna Fox,South,Secondary
2258,Regina Johnson,West,Secondary
2259,Anthony Coleman,North,Primary
2260,Patrick Thomas,West,Primary
2261,Jordan Whitney,East,Secondary
2262,Jason Franklin,North,Primary
2263,Philip West,West,Primary
2264,Mr. Kenneth Hanna,North,Secondary
2265,Timothy Campbell,East,Secondary
2266,Daniel Hernandez,South,Primary
2267,Karen Newman,South,Secondary
2268,Cory Dougherty,West,Primary
2269,Joel Payne,East,Secondary
2270,Vicki Rice,West,Primary
2271,Michael Jones,East,Secondary
2272,Dr. Donna Shaw,South,Primary
2273,Ricky Price,East,Secondary
2274,Miguel Mills,East,Primary
2275,Joseph Welch,North,Primary
2276,Timothy Steele,South,Primary
2277,Isaac Wolf,North,Primary
2278,Sandra Torres MD,West,Primary
2279,Matthew Bennett,South,Secondary
2280,Mitchell Mason,East,Secondary
2281,David Jones,East,Primary
2282,Heather Hernandez,West,Secondary
2283,Audrey Reilly,East,Secondary
2284,Janice Ayers,South,Primary
2285,Tammy Kelley,South,Primary
2286,Richard Fletcher,East,Secondary
2287,Julie Dunn,North,Secondary
2288,Albert Young,West,Primary
2289,Barry Browning,North,Secondary
2290,Stephen Soto,East,Primary
2291,Jeffrey Hernandez,West,Secondary
2292,Laura Turner,West,Primary
2293,Steven Klein,South,Secondary
2294,Megan Carr,East,Primary
2295,Karen Mccullough,East,Secondary
2296,Brittney Bennett,South,Secondary
2297,Anthony Berry,West,Secondary
2298,Leslie Juarez,East,Secondary
2299,Jordan May,East,Primary
2300,Mitchell Schaefer,North,Secondary
2301,Richard Hill,North,Secondary
2302,Robert Castillo,North,Primary
2303,William Gonzalez,North,Secondary
2304,Heather Reese,North,Primary
2305,Kristin Rivera,South,Secondary
2306,Terri Stephens DDS,North,Primary
2307,Jonathan Ferrell,North,Secondary
2308,Kimberly Bowers,North,Primary
2309,Margaret Moore,South,Primary
2310,Jack Jones,West,Secondary
2311,Ryan Morgan,North,Secondary
2312,Jordan Williams,East,Primary
2313,George Carroll,North,Secondary
2314,Juan Fisher,West,Primary
2315,Jordan Andrews,West,Primary
2316,Frank Hart,North,Primary
2317,Margaret Hernandez,West,Primary
2318,Derrick Marquez DVM,North,Secondary
2319,Robin Smith,West,Secondary
2320,Billy Colon,East,Secondary
2321,Jason Kim,West,Primary
2322,Jordan Mills,West,Secondary
2323,Maurice Davis,East,Secondary
2324,David Kelly,West,Primary
2325,Holly Brady,East,Primary
2326,William Barnes,East,Secondary
2327,Sophia Howell,North,Secondary
2328,Jared Stanley,South,Secondary
2329,Angela Williams,South,Primary
2330,Darren Jimenez,West,Secondary
2331,Christopher Rich,West,Secondary
2332,Angela Butler,West,Primary
2333,Tiffany Neal,North,Secondary
2334,Rachel Taylor,West,Primary
2335,Marie Griffith,West,Primary
2336,Mr. Kristopher Smith MD,North,Primary
2337,Henry Walters,South,Secondary
2338,Beth Wilson PhD,South,Primary
2339,Kirk Hudson,North,Primary
2340,Michael Ewing,East,Primary
2341,Cameron Williamson,East,Secondary
2342,Ronald Williams,North,Primary
2343,Jacob Cooley,North,Secondary
2344,Deborah Phillips,North,Primary
2345,Mitchell Johnson,East,Secondary
2346,Jessica Herrera,East,Secondary
2347,Vincent White,East,Secondary
2348,Craig Johnson,South,Primary
2349,Connor Johnson,South,Secondary
2350,Jessica Gill DVM,East,Primary
2351,Christopher Howard,East,Primary
2352,Debbie Carroll,East,Secondary
2353,Elizabeth Romero,East,Secondary
2354,Joseph Swanson,North,Primary
2355,Caroline Wells,North,Primary
2356,Victoria Gutierrez,North,Primary
2357,Diana Tapia,East,Secondary
2358,Jamie Caldwell,East,Primary
2359,Diana Hansen,West,Primary
2360,Melissa Clarke,West,Secondary
2361,Ricky Washington,North,Secondary
2362,Jennifer Morrison,West,Secondary
2363,Barbara Fitzgerald,West,Secondary
2364,Paul Harper,South,Primary
2365,Mr. Casey Mathews MD,South,Secondary
2366,Danielle Howell,North,Primary
2367,Paige Goodwin,East,Primary
2368,Lauren Coleman,East,Secondary
2369,Briana King,North,Secondary
2370,Allison Smith,North,Secondary
2371,Edwin Pham,South,Primary
2372,Matthew Tran,West,Primary
2373,Christopher Edwards,West,Primary
2374,Joshua Chambers,North,Secondary
2375,John Armstrong,East,Primary
2376,Crystal Santiago,West,Secondary
2377,Michelle Williams,South,Primary
2378,Francis Hughes,West,Primary
